Actual_Risk,Predicted_Risk_Probability,Risk_Score_Percent,Risk_Segment
1,0.46321660176243523,46.32,Very High Risk
0,0.00461753256298192,0.46,Low Risk
0,0.2567129195927918,25.67,Very High Risk
0,0.1309794942503566,13.1,High Risk
0,0.02845977054639015,2.85,Low Risk
0,0.06772591851606229,6.77,Moderate Risk
0,0.11850270739182944,11.85,High Risk
0,0.03345223781843956,3.35,Low Risk
1,0.193364768559868,19.34,High Risk
0,0.06473255005812911,6.47,Moderate Risk
0,0.8911928151206735,89.12,Very High Risk
0,0.10619269882987036,10.62,High Risk
0,0.1469662318756887,14.7,High Risk
0,0.4752026743057645,47.52,Very High Risk
0,0.36785277287572316,36.79,Very High Risk
0,0.017668618361877494,1.77,Low Risk
0,0.02921299298969937,2.92,Low Risk
0,0.11664240709974283,11.66,High Risk
0,0.11681811141994186,11.68,High Risk
0,0.17835604715514808,17.84,High Risk
0,0.2596574376400575,25.97,Very High Risk
0,0.08394786488155273,8.39,Moderate Risk
0,0.1828252976967569,18.28,High Risk
0,0.16962282935075151,16.96,High Risk
0,0.12114800071918802,12.11,High Risk
0,0.29121210737398856,29.12,Very High Risk
0,0.012612503803410384,1.26,Low Risk
0,0.05127980177371763,5.13,Moderate Risk
0,0.006959432823789859,0.7,Low Risk
0,0.06270339091765179,6.27,Moderate Risk
1,0.0825191071238806,8.25,Moderate Risk
0,0.23373707647904854,23.37,High Risk
0,0.10053394738957794,10.05,High Risk
0,0.2637674905874248,26.38,Very High Risk
0,0.01908341191986773,1.91,Low Risk
0,0.23654198449543978,23.65,High Risk
0,0.25796910232899567,25.8,Very High Risk
0,0.08359118106253242,8.36,Moderate Risk
0,0.13808162628963788,13.81,High Risk
0,0.02235048143914446,2.24,Low Risk
0,0.2871076289652371,28.71,Very High Risk
0,0.1994775312623423,19.95,High Risk
0,0.18731256607295224,18.73,High Risk
0,0.14936557523642754,14.94,High Risk
0,0.003674970923339714,0.37,Low Risk
0,0.03143655896883568,3.14,Low Risk
0,0.07902443997714817,7.9,Moderate Risk
0,0.2037357690716316,20.37,High Risk
0,0.004117845892341315,0.41,Low Risk
0,0.5052440903288038,50.52,Very High Risk
0,0.24027698915012843,24.03,Very High Risk
0,0.017111344035598174,1.71,Low Risk
0,0.1449383278538323,14.49,High Risk
0,0.08797739838503289,8.8,Moderate Risk
0,0.01852484689809768,1.85,Low Risk
0,0.03332298037307287,3.33,Low Risk
0,0.2610871628866456,26.11,Very High Risk
0,0.03319926695461733,3.32,Low Risk
0,0.15459386154791424,15.46,High Risk
0,0.06633538727895019,6.63,Moderate Risk
0,0.008824145614224671,0.88,Low Risk
0,0.4301793576788235,43.02,Very High Risk
0,0.38685401435322353,38.69,Very High Risk
0,0.02984430212110016,2.98,Low Risk
0,0.5480615291455581,54.81,Very High Risk
0,0.5351282626059132,53.51,Very High Risk
0,0.014511711445846506,1.45,Low Risk
0,0.0044602440316897,0.45,Low Risk
0,0.01796988111986606,1.8,Low Risk
0,0.04669038906865039,4.67,Moderate Risk
0,0.07806983622460441,7.81,Moderate Risk
0,0.08383209955304115,8.38,Moderate Risk
0,0.034906494726634534,3.49,Low Risk
0,1.0512815044386962e-06,0.0,Low Risk
0,0.28946845883682243,28.95,Very High Risk
0,0.18749036180210993,18.75,High Risk
0,0.025141961175534088,2.51,Low Risk
0,0.4000448375598203,40.0,Very High Risk
0,0.4753753875637552,47.54,Very High Risk
0,0.1587732186230601,15.88,High Risk
0,0.005548713161034108,0.55,Low Risk
0,0.25290799503889805,25.29,Very High Risk
0,0.25522926175671895,25.52,Very High Risk
0,0.17567048225520482,17.57,High Risk
0,0.005397776526475636,0.54,Low Risk
0,0.034788320808359016,3.48,Low Risk
0,0.05804314053208193,5.8,Moderate Risk
0,0.2368308567830111,23.68,High Risk
0,0.1815714035032735,18.16,High Risk
0,0.018976844630934134,1.9,Low Risk
0,0.35964935468794273,35.96,Very High Risk
0,0.0031726733396105974,0.32,Low Risk
0,0.3714556980650655,37.15,Very High Risk
0,0.5394274773604407,53.94,Very High Risk
0,0.028984994338483974,2.9,Low Risk
0,0.1386384240589414,13.86,High Risk
0,0.02004430454796348,2.0,Low Risk
1,0.5986782276801826,59.87,Very High Risk
0,0.025385661668119563,2.54,Low Risk
0,0.12375245977201152,12.38,High Risk
0,0.0361682792776423,3.62,Moderate Risk
0,0.18778883798053206,18.78,High Risk
1,0.06893084042603971,6.89,Moderate Risk
0,0.02332039198762847,2.33,Low Risk
0,0.15704254231693607,15.7,High Risk
0,0.029403400991133193,2.94,Low Risk
1,0.4569831544425858,45.7,Very High Risk
0,0.08398440284367291,8.4,Moderate Risk
0,0.023393502546652917,2.34,Low Risk
0,0.12674295940801658,12.67,High Risk
0,0.41247464106144943,41.25,Very High Risk
0,0.28628968152556983,28.63,Very High Risk
0,0.023010045657286062,2.3,Low Risk
0,0.046060197762800875,4.61,Moderate Risk
0,0.10835359055224233,10.84,High Risk
0,0.017209985825558393,1.72,Low Risk
0,0.028877990095529178,2.89,Low Risk
0,0.1370936728413785,13.71,High Risk
0,0.46703697385483484,46.7,Very High Risk
0,0.18400585313658185,18.4,High Risk
0,0.042806822996110445,4.28,Moderate Risk
0,0.3191605934014371,31.92,Very High Risk
0,0.08497837138485505,8.5,Moderate Risk
0,0.02337860890633642,2.34,Low Risk
0,0.1504509908903786,15.05,High Risk
0,0.633535459440291,63.35,Very High Risk
0,3.4182816589903608e-06,0.0,Low Risk
0,0.21294596570548402,21.29,High Risk
0,0.04772664158353711,4.77,Moderate Risk
0,0.2519610583521095,25.2,Very High Risk
0,0.04186295757396255,4.19,Moderate Risk
0,0.214556723521394,21.46,High Risk
0,0.012320673360920676,1.23,Low Risk
0,0.4837704959448297,48.38,Very High Risk
0,0.02856452663135369,2.86,Low Risk
0,0.058536055214992,5.85,Moderate Risk
0,0.07034412885417317,7.03,Moderate Risk
0,0.18061854330705457,18.06,High Risk
0,0.18076623010470605,18.08,High Risk
0,0.0687591711933172,6.88,Moderate Risk
0,0.032410276317715904,3.24,Low Risk
0,0.5760296771148884,57.6,Very High Risk
0,0.06772152929826644,6.77,Moderate Risk
0,0.024978688672517426,2.5,Low Risk
0,0.33812593339780395,33.81,Very High Risk
0,0.630951029806155,63.1,Very High Risk
0,0.014718204821804746,1.47,Low Risk
0,0.07650643134217594,7.65,Moderate Risk
0,0.08230887164247838,8.23,Moderate Risk
0,0.04685738773248762,4.69,Moderate Risk
0,0.11812560067145755,11.81,High Risk
0,0.16622669295244524,16.62,High Risk
0,0.7160988467336645,71.61,Very High Risk
0,0.1928708146295033,19.29,High Risk
0,0.2923246157416242,29.23,Very High Risk
0,0.011002089661504134,1.1,Low Risk
0,0.2346998277456086,23.47,High Risk
0,0.18323988022447799,18.32,High Risk
0,0.35268087974912876,35.27,Very High Risk
0,0.08647214400714087,8.65,Moderate Risk
0,0.43373136277692803,43.37,Very High Risk
0,0.12140321558431552,12.14,High Risk
0,0.11355220636103588,11.36,High Risk
0,0.07157359062682496,7.16,Moderate Risk
0,0.02042052265273386,2.04,Low Risk
1,0.3221534733681529,32.22,Very High Risk
0,0.42912280691135085,42.91,Very High Risk
0,0.34342068435430584,34.34,Very High Risk
0,0.1644849463759269,16.45,High Risk
0,0.4722359649189291,47.22,Very High Risk
0,0.22449443727626733,22.45,High Risk
0,0.026634518110832773,2.66,Low Risk
0,0.07557941284506864,7.56,Moderate Risk
0,0.06819515725576748,6.82,Moderate Risk
0,0.17071167644694235,17.07,High Risk
0,0.044413052414170956,4.44,Moderate Risk
0,0.04268721242749904,4.27,Moderate Risk
0,0.02562151277953611,2.56,Low Risk
0,0.03658310953465338,3.66,Moderate Risk
0,0.017110700684256217,1.71,Low Risk
0,0.2875534185719388,28.76,Very High Risk
0,0.09948773054964853,9.95,High Risk
0,0.09942328523422737,9.94,High Risk
0,0.6611310483291067,66.11,Very High Risk
0,0.33591477649911156,33.59,Very High Risk
0,0.022091945853976894,2.21,Low Risk
0,0.011152371918409804,1.12,Low Risk
0,0.010402802821952944,1.04,Low Risk
0,0.05120840029454322,5.12,Moderate Risk
0,0.25496692265241483,25.5,Very High Risk
0,0.18126460241787234,18.13,High Risk
1,0.681013580959481,68.1,Very High Risk
1,0.04202368160221709,4.2,Moderate Risk
0,0.4071235341218354,40.71,Very High Risk
0,0.3770062173738527,37.7,Very High Risk
0,0.03317660361997257,3.32,Low Risk
0,0.06653186185608187,6.65,Moderate Risk
0,0.6622987017358142,66.23,Very High Risk
0,0.15747680460262348,15.75,High Risk
0,0.4541917964028333,45.42,Very High Risk
0,0.11461884693498262,11.46,High Risk
0,0.05445005055275117,5.45,Moderate Risk
0,0.1514535613762145,15.15,High Risk
0,0.11833149345140459,11.83,High Risk
0,0.09041326473952173,9.04,Moderate Risk
0,0.026938157276489228,2.69,Low Risk
0,0.13847987870697565,13.85,High Risk
0,0.05366602598590131,5.37,Moderate Risk
0,0.003974098727506143,0.4,Low Risk
0,0.07579090449524474,7.58,Moderate Risk
0,0.03370766671905649,3.37,Low Risk
0,0.04327122550230057,4.33,Moderate Risk
0,0.017922003879426055,1.79,Low Risk
0,0.040707967974570686,4.07,Moderate Risk
0,0.016803652980191052,1.68,Low Risk
0,0.01555573169301721,1.56,Low Risk
0,0.1948650401737165,19.49,High Risk
0,0.06849638961971907,6.85,Moderate Risk
0,0.0879481124464667,8.79,Moderate Risk
0,0.03654712369860432,3.65,Moderate Risk
0,0.015162211296531019,1.52,Low Risk
0,0.05209361141495259,5.21,Moderate Risk
0,0.04342538186993836,4.34,Moderate Risk
0,0.27183470610338767,27.18,Very High Risk
0,0.16219476990301918,16.22,High Risk
0,0.14508209624551052,14.51,High Risk
0,0.04331794558858578,4.33,Moderate Risk
0,0.9102092320119338,91.02,Very High Risk
0,0.6620286362601868,66.2,Very High Risk
0,0.02450824191741304,2.45,Low Risk
0,0.40639201264608393,40.64,Very High Risk
0,0.025867555417661593,2.59,Low Risk
0,0.25994848857501335,25.99,Very High Risk
0,0.028073887728599378,2.81,Low Risk
0,0.1146342120664405,11.46,High Risk
0,0.12985397149595718,12.99,High Risk
0,0.5921686325453034,59.22,Very High Risk
0,0.029866085407653068,2.99,Low Risk
0,0.019850071303407043,1.99,Low Risk
0,0.21941344199492974,21.94,High Risk
0,0.5762883070832424,57.63,Very High Risk
0,0.15324780190146242,15.32,High Risk
0,0.1500501126510777,15.01,High Risk
0,0.029479708797520026,2.95,Low Risk
0,0.02480624483020255,2.48,Low Risk
0,0.039729538415587115,3.97,Moderate Risk
0,0.6958208234323155,69.58,Very High Risk
0,0.039084941232825424,3.91,Moderate Risk
0,0.0009786387527365814,0.1,Low Risk
0,0.05758375139068237,5.76,Moderate Risk
0,0.3170997533728408,31.71,Very High Risk
0,0.8164229014879578,81.64,Very High Risk
0,0.03256402577463249,3.26,Low Risk
0,0.3272618490081736,32.73,Very High Risk
0,0.4479140988475313,44.79,Very High Risk
0,0.24592991932795427,24.59,Very High Risk
0,0.022122300311756445,2.21,Low Risk
0,0.03769673604039339,3.77,Moderate Risk
0,0.013093217122489594,1.31,Low Risk
0,0.6228553720592875,62.29,Very High Risk
0,0.06130831647728498,6.13,Moderate Risk
0,0.047328637663011805,4.73,Moderate Risk
0,0.06240826006030531,6.24,Moderate Risk
0,0.021298526188854538,2.13,Low Risk
0,0.044694342778397,4.47,Moderate Risk
0,0.007595768229080238,0.76,Low Risk
0,0.04475861751364198,4.48,Moderate Risk
0,0.3513309926952739,35.13,Very High Risk
0,0.08604683179640042,8.6,Moderate Risk
0,0.08156607756732627,8.16,Moderate Risk
0,0.1234722894264179,12.35,High Risk
0,0.04038570089883333,4.04,Moderate Risk
0,0.0040380146004342764,0.4,Low Risk
0,0.03614838445612199,3.61,Moderate Risk
0,0.0349188866745002,3.49,Moderate Risk
0,0.02133973652560175,2.13,Low Risk
0,0.3558866144476654,35.59,Very High Risk
0,0.05872359703982964,5.87,Moderate Risk
0,0.059896282095861716,5.99,Moderate Risk
0,0.12553682178049058,12.55,High Risk
0,0.013704716006910275,1.37,Low Risk
0,0.13892081818177063,13.89,High Risk
0,0.027877285347052153,2.79,Low Risk
0,0.15704076807363637,15.7,High Risk
0,0.20961881320000414,20.96,High Risk
0,0.056051392212314914,5.61,Moderate Risk
0,0.10278208651594106,10.28,High Risk
0,0.021889743656932168,2.19,Low Risk
0,0.134205083608394,13.42,High Risk
0,0.2779548685684426,27.8,Very High Risk
0,0.45069688709406225,45.07,Very High Risk
0,0.030459462510759077,3.05,Low Risk
0,0.020856336515717454,2.09,Low Risk
0,0.13755202501693084,13.76,High Risk
0,0.1837267214381369,18.37,High Risk
0,0.11158716379341467,11.16,High Risk
0,0.09988579555165243,9.99,High Risk
0,0.029199043116115903,2.92,Low Risk
0,0.09615664432427497,9.62,High Risk
0,0.10557897388799986,10.56,High Risk
0,0.016586569646587158,1.66,Low Risk
0,0.7681737406963552,76.82,Very High Risk
0,0.17347356241312128,17.35,High Risk
0,0.7012667666896163,70.13,Very High Risk
0,0.015766671381061435,1.58,Low Risk
0,0.32991943737467266,32.99,Very High Risk
0,0.8014899644975247,80.15,Very High Risk
0,0.08413638133805813,8.41,Moderate Risk
0,0.11310671125671753,11.31,High Risk
0,0.04863508798387907,4.86,Moderate Risk
0,0.741393784125582,74.14,Very High Risk
0,0.6079906782000369,60.8,Very High Risk
0,0.2628926506458668,26.29,Very High Risk
0,0.01291518922896993,1.29,Low Risk
0,0.004967403066537624,0.5,Low Risk
0,0.05223672428705955,5.22,Moderate Risk
0,0.2780491201523643,27.8,Very High Risk
0,0.030721784585215798,3.07,Low Risk
0,0.1242504239138232,12.43,High Risk
0,0.0041235973506800645,0.41,Low Risk
0,0.22638918974590672,22.64,High Risk
0,0.16484112599450107,16.48,High Risk
0,0.061259808887064414,6.13,Moderate Risk
0,0.13997273930222842,14.0,High Risk
0,0.09072874035696465,9.07,Moderate Risk
0,0.09769204003303934,9.77,High Risk
0,0.018719752945811626,1.87,Low Risk
0,0.010071396976025318,1.01,Low Risk
0,0.1678411663513456,16.78,High Risk
0,0.39406680508674674,39.41,Very High Risk
0,0.23993992656427307,23.99,Very High Risk
0,0.015584006358321969,1.56,Low Risk
0,0.007875459114568564,0.79,Low Risk
0,0.4532639191081218,45.33,Very High Risk
0,0.22895293791588434,22.9,High Risk
0,0.5200856704614493,52.01,Very High Risk
0,0.13241390692940044,13.24,High Risk
0,0.20391044507661915,20.39,High Risk
0,0.04387588780743214,4.39,Moderate Risk
0,0.009965517073380371,1.0,Low Risk
0,0.05160141679975732,5.16,Moderate Risk
0,0.00923217235469172,0.92,Low Risk
0,0.02631258225776742,2.63,Low Risk
0,0.9504527589738061,95.05,Very High Risk
0,0.03589706577466396,3.59,Moderate Risk
0,0.5448150227172628,54.48,Very High Risk
0,0.04708742746735838,4.71,Moderate Risk
0,0.021174491850221314,2.12,Low Risk
0,0.697012221789128,69.7,Very High Risk
0,0.024951578475008628,2.5,Low Risk
0,0.10940234947923141,10.94,High Risk
0,2.2163199496998638e-07,0.0,Low Risk
0,0.010538707627721402,1.05,Low Risk
0,0.22344930692149143,22.34,High Risk
0,0.2826726370944989,28.27,Very High Risk
0,0.17748007956730708,17.75,High Risk
0,0.03640723046285133,3.64,Moderate Risk
0,0.11322331372683114,11.32,High Risk
0,0.03001814755326898,3.0,Low Risk
0,0.06098481679809579,6.1,Moderate Risk
0,0.09514717977858012,9.51,High Risk
0,0.037507384730785936,3.75,Moderate Risk
0,0.2907452699900633,29.07,Very High Risk
0,0.05501897819678129,5.5,Moderate Risk
0,0.36782283090577644,36.78,Very High Risk
0,0.010393240652220392,1.04,Low Risk
0,0.17698174398595534,17.7,High Risk
0,0.22552410124398464,22.55,High Risk
0,0.08735180919886454,8.74,Moderate Risk
0,0.061224712016568324,6.12,Moderate Risk
0,0.08349815468720763,8.35,Moderate Risk
0,0.03170354137071639,3.17,Low Risk
0,0.2346932508760644,23.47,High Risk
0,0.44619998417561396,44.62,Very High Risk
0,0.30759048282186674,30.76,Very High Risk
0,0.1447797170371233,14.48,High Risk
0,0.1036357200786435,10.36,High Risk
0,0.542185703814903,54.22,Very High Risk
0,0.8061833190773823,80.62,Very High Risk
0,0.07157331733627181,7.16,Moderate Risk
0,0.0468308230121623,4.68,Moderate Risk
0,0.1463937723669313,14.64,High Risk
0,0.08499889560204522,8.5,Moderate Risk
0,0.005954342168022466,0.6,Low Risk
0,0.12365267272732039,12.37,High Risk
0,0.013570409353351078,1.36,Low Risk
0,0.05028896109225239,5.03,Moderate Risk
0,0.12845071298278718,12.85,High Risk
0,0.0048633081720425774,0.49,Low Risk
0,0.11098858897071245,11.1,High Risk
0,0.106888473971835,10.69,High Risk
0,0.06370316494824432,6.37,Moderate Risk
0,0.03978538853981494,3.98,Moderate Risk
0,0.45383488011836765,45.38,Very High Risk
0,0.002618471860538317,0.26,Low Risk
0,0.05684241144701735,5.68,Moderate Risk
0,0.03392307346813558,3.39,Low Risk
0,0.0075529531809198905,0.76,Low Risk
0,0.18673960773931508,18.67,High Risk
0,0.39688859771240403,39.69,Very High Risk
0,0.8838604707218229,88.39,Very High Risk
0,0.0028871470620114993,0.29,Low Risk
0,0.05088995999326491,5.09,Moderate Risk
0,0.049749053697696874,4.97,Moderate Risk
0,0.7994326284564516,79.94,Very High Risk
0,0.006627937370088186,0.66,Low Risk
0,0.5232092430743118,52.32,Very High Risk
0,0.0672934348975247,6.73,Moderate Risk
0,0.06630071894686655,6.63,Moderate Risk
0,0.007395258456701313,0.74,Low Risk
0,0.0028605465224784345,0.29,Low Risk
0,0.6635808944359739,66.36,Very High Risk
0,0.06872992049339331,6.87,Moderate Risk
0,0.2223513317371333,22.24,High Risk
0,0.2759074955548235,27.59,Very High Risk
0,0.0811853559259706,8.12,Moderate Risk
0,0.04211142606886836,4.21,Moderate Risk
0,0.018682147385574145,1.87,Low Risk
0,0.1511291727887948,15.11,High Risk
0,0.12628310983999566,12.63,High Risk
0,0.03891112844182458,3.89,Moderate Risk
0,0.14270050683139693,14.27,High Risk
0,0.05914764376670797,5.91,Moderate Risk
0,0.09297184717496113,9.3,Moderate Risk
0,0.017135384476499052,1.71,Low Risk
0,0.13046907893811802,13.05,High Risk
0,0.2964291113935477,29.64,Very High Risk
0,0.026419254363535153,2.64,Low Risk
0,0.37229891059840686,37.23,Very High Risk
0,0.014446884594181277,1.44,Low Risk
0,0.0631594869910884,6.32,Moderate Risk
0,0.20550213401797707,20.55,High Risk
0,0.05700817817651077,5.7,Moderate Risk
0,0.0513052829884592,5.13,Moderate Risk
0,0.5580804506054207,55.81,Very High Risk
0,0.03312655780946906,3.31,Low Risk
0,0.014292825466976316,1.43,Low Risk
0,0.2178120880018089,21.78,High Risk
0,0.15089005804033823,15.09,High Risk
0,0.11231741759186395,11.23,High Risk
0,0.08987133722140751,8.99,Moderate Risk
0,0.1926331587265819,19.26,High Risk
0,0.17259389279304843,17.26,High Risk
0,0.6579795165444313,65.8,Very High Risk
0,0.1048842375113633,10.49,High Risk
0,0.037086853177471284,3.71,Moderate Risk
0,0.3464057994011835,34.64,Very High Risk
0,0.04660385604647551,4.66,Moderate Risk
0,0.20621002177233785,20.62,High Risk
0,0.8068279703765091,80.68,Very High Risk
0,0.014036368562531765,1.4,Low Risk
0,0.6077204727816419,60.77,Very High Risk
0,0.03427058249228947,3.43,Low Risk
0,0.06591055054407077,6.59,Moderate Risk
0,0.11308237942868662,11.31,High Risk
0,0.15240462907783112,15.24,High Risk
0,0.021501458657428432,2.15,Low Risk
0,0.03879608033123388,3.88,Moderate Risk
0,0.2737592405680327,27.38,Very High Risk
0,0.00570202902589342,0.57,Low Risk
0,0.10855995763066134,10.86,High Risk
0,0.6974511520782919,69.75,Very High Risk
0,0.09190588466958413,9.19,Moderate Risk
0,0.9212555747052793,92.13,Very High Risk
0,0.09134416552278635,9.13,Moderate Risk
0,0.07649521098858296,7.65,Moderate Risk
0,0.08812686603285937,8.81,Moderate Risk
0,0.5631786885870874,56.32,Very High Risk
0,0.1712786334444183,17.13,High Risk
0,0.3504179355466379,35.04,Very High Risk
0,0.13189627583031344,13.19,High Risk
0,0.17634402420442424,17.63,High Risk
0,0.007108781965260768,0.71,Low Risk
0,0.031673451888884534,3.17,Low Risk
0,0.2889866704450875,28.9,Very High Risk
0,0.3669842442402549,36.7,Very High Risk
0,0.430831444316312,43.08,Very High Risk
0,0.1003997028249255,10.04,High Risk
1,0.14588469746075983,14.59,High Risk
0,0.03583052746437072,3.58,Moderate Risk
0,0.5226930831979616,52.27,Very High Risk
0,0.005445694016104668,0.54,Low Risk
0,0.09231805117503049,9.23,Moderate Risk
0,0.23515696495153016,23.52,High Risk
0,0.010295277145882758,1.03,Low Risk
0,0.004947472733979447,0.49,Low Risk
0,0.034030571650535545,3.4,Low Risk
0,0.15943510729397656,15.94,High Risk
0,0.08888685150639782,8.89,Moderate Risk
0,0.1067305301304434,10.67,High Risk
0,0.008718113615642707,0.87,Low Risk
0,0.051476847012103845,5.15,Moderate Risk
0,0.0030706051546245945,0.31,Low Risk
0,0.21132175051760854,21.13,High Risk
0,0.08209162567139665,8.21,Moderate Risk
0,0.22034191808543663,22.03,High Risk
0,0.2624170327987185,26.24,Very High Risk
0,0.059250286786819026,5.93,Moderate Risk
0,0.4754377374627273,47.54,Very High Risk
0,0.05638449728194955,5.64,Moderate Risk
0,0.02945226651884692,2.95,Low Risk
0,0.027818007208131615,2.78,Low Risk
0,0.08892767395920807,8.89,Moderate Risk
0,0.009086582621080315,0.91,Low Risk
0,0.19011961913476916,19.01,High Risk
0,0.13146256135976606,13.15,High Risk
0,0.7366730571945402,73.67,Very High Risk
0,0.673949063088238,67.39,Very High Risk
0,0.06137773796206475,6.14,Moderate Risk
0,0.07130760622248863,7.13,Moderate Risk
0,0.021045545742799543,2.1,Low Risk
0,0.6041532765997876,60.42,Very High Risk
0,0.08640494922239267,8.64,Moderate Risk
0,0.1501307434744923,15.01,High Risk
0,0.022953264125790605,2.3,Low Risk
0,0.46261147374375045,46.26,Very High Risk
0,0.41810610895016603,41.81,Very High Risk
0,0.044759547129770635,4.48,Moderate Risk
0,0.39454879500588796,39.45,Very High Risk
0,0.3773391975920279,37.73,Very High Risk
0,0.03934341656472268,3.93,Moderate Risk
0,0.5049388261255495,50.49,Very High Risk
0,0.00013006133923073457,0.01,Low Risk
0,0.04105839286746497,4.11,Moderate Risk
0,0.0938216972691234,9.38,Moderate Risk
0,0.024476917733495605,2.45,Low Risk
0,0.14728580528925192,14.73,High Risk
0,0.01670169103051195,1.67,Low Risk
0,0.27710454325152684,27.71,Very High Risk
0,0.09484627331249623,9.48,High Risk
0,0.17841473735403057,17.84,High Risk
0,0.03962289268310808,3.96,Moderate Risk
0,0.1914044763087398,19.14,High Risk
0,0.005788155934442987,0.58,Low Risk
0,0.08398391198436936,8.4,Moderate Risk
0,0.03947252887653782,3.95,Moderate Risk
0,0.09173461093835521,9.17,Moderate Risk
0,0.142437876106007,14.24,High Risk
0,0.07491628955990351,7.49,Moderate Risk
0,0.2697569685946576,26.98,Very High Risk
0,0.2081851617503946,20.82,High Risk
0,0.005068786373698609,0.51,Low Risk
0,0.0847601479946403,8.48,Moderate Risk
0,0.06006079620626283,6.01,Moderate Risk
0,0.003653966868562771,0.37,Low Risk
0,0.05132565186373575,5.13,Moderate Risk
0,0.0956575725111305,9.57,High Risk
0,0.08759398075889639,8.76,Moderate Risk
0,0.05241883464130687,5.24,Moderate Risk
0,0.05436762542427847,5.44,Moderate Risk
0,0.016225415884045736,1.62,Low Risk
0,0.022921641528074504,2.29,Low Risk
0,0.0696104765091065,6.96,Moderate Risk
0,0.026856595201600646,2.69,Low Risk
0,0.05201582564960235,5.2,Moderate Risk
0,0.11164990688866668,11.16,High Risk
0,0.026876818596536112,2.69,Low Risk
0,0.08791846755005203,8.79,Moderate Risk
0,0.026198759036000392,2.62,Low Risk
0,0.22302924327881826,22.3,High Risk
0,0.2856699964269773,28.57,Very High Risk
0,0.03296797098108605,3.3,Low Risk
0,0.17377314506682973,17.38,High Risk
0,0.013457033503842121,1.35,Low Risk
0,0.2902030592427112,29.02,Very High Risk
0,0.00109087286466647,0.11,Low Risk
0,0.006948123422043907,0.69,Low Risk
0,0.19078296294339858,19.08,High Risk
0,0.20808025268510522,20.81,High Risk
0,0.06820022084155353,6.82,Moderate Risk
0,0.010837603040533605,1.08,Low Risk
0,0.02866774481217304,2.87,Low Risk
0,0.04424023517333681,4.42,Moderate Risk
0,0.014132230316813344,1.41,Low Risk
0,0.42581235074013407,42.58,Very High Risk
0,0.050949762137068304,5.09,Moderate Risk
0,0.13706753907057712,13.71,High Risk
0,0.09323294554663221,9.32,Moderate Risk
0,0.09502398154900829,9.5,High Risk
0,0.1375958456926583,13.76,High Risk
0,0.021562838361377498,2.16,Low Risk
0,0.10129298282811536,10.13,High Risk
0,0.005377114364596905,0.54,Low Risk
0,0.04320405569346076,4.32,Moderate Risk
0,0.27740808018841684,27.74,Very High Risk
0,0.024006653216012273,2.4,Low Risk
1,0.010406891265448534,1.04,Low Risk
0,0.02711159768619838,2.71,Low Risk
0,0.06900183519332134,6.9,Moderate Risk
0,0.025185261697477042,2.52,Low Risk
0,0.03165491411774032,3.17,Low Risk
0,0.19003826619838274,19.0,High Risk
0,0.08176141024505518,8.18,Moderate Risk
0,0.01259422755840374,1.26,Low Risk
0,0.10025779600118206,10.03,High Risk
0,0.13088303502429546,13.09,High Risk
0,0.2541937125762765,25.42,Very High Risk
0,0.02175933895343723,2.18,Low Risk
0,0.09516409683428315,9.52,High Risk
0,0.02684402657065134,2.68,Low Risk
0,0.005205560037512553,0.52,Low Risk
0,0.18549027341284982,18.55,High Risk
0,0.06492711943005189,6.49,Moderate Risk
0,0.035678524551836906,3.57,Moderate Risk
0,0.053218045572437964,5.32,Moderate Risk
0,0.024480505854768585,2.45,Low Risk
0,0.14327237066304785,14.33,High Risk
0,0.12337556820926203,12.34,High Risk
0,0.01081245988609597,1.08,Low Risk
0,0.36984862287492176,36.98,Very High Risk
0,0.32365600943123846,32.37,Very High Risk
0,0.3789749607172741,37.9,Very High Risk
0,0.09908605172059895,9.91,High Risk
0,0.8778552054162622,87.79,Very High Risk
0,0.12047224171375696,12.05,High Risk
0,0.048986058025839954,4.9,Moderate Risk
0,0.027729557751909086,2.77,Low Risk
0,0.04079614745361719,4.08,Moderate Risk
0,0.02157172805956458,2.16,Low Risk
0,0.7134138144764788,71.34,Very High Risk
0,0.1747031230252474,17.47,High Risk
0,0.028470121252246076,2.85,Low Risk
0,0.28444763875528384,28.44,Very High Risk
0,0.04374013913386136,4.37,Moderate Risk
0,0.5656248216462709,56.56,Very High Risk
0,0.11048386065204403,11.05,High Risk
0,0.13482169184639436,13.48,High Risk
0,0.2109368058930515,21.09,High Risk
0,0.008892581059075323,0.89,Low Risk
0,0.050565769238145514,5.06,Moderate Risk
0,0.04382868083319119,4.38,Moderate Risk
0,0.24585084321056208,24.59,Very High Risk
0,0.8730949954743848,87.31,Very High Risk
0,0.051172776036350155,5.12,Moderate Risk
0,5.4745814836610476e-05,0.01,Low Risk
0,0.10939541902691108,10.94,High Risk
0,0.059251282604211954,5.93,Moderate Risk
0,0.2627295009598744,26.27,Very High Risk
0,0.39656039680044786,39.66,Very High Risk
0,0.05027246870443263,5.03,Moderate Risk
0,0.1975927513926487,19.76,High Risk
0,0.04866902018930579,4.87,Moderate Risk
0,0.3413452891099021,34.13,Very High Risk
0,0.01088536638449838,1.09,Low Risk
0,0.07692958957234683,7.69,Moderate Risk
0,0.031897038327110785,3.19,Low Risk
0,0.05585649748150564,5.59,Moderate Risk
0,0.06144708820992864,6.14,Moderate Risk
0,0.041719277114408856,4.17,Moderate Risk
